FeatureID,SampleID,MouseID,Treatment,Time_days,Reads,RelAbund
135c9e2817133d79b2dabc3a0a18eefc,MOUSE.H11.Day1,H11,After_Diet,1,289,0.022337300973875405
135c9e2817133d79b2dabc3a0a18eefc,MOUSE.H11.Day3,H11,After_Diet,3,13,9.291023441966839e-4
135c9e2817133d79b2dabc3a0a18eefc,MOUSE.H11.Day7,H11,After_Diet,7,0,0
135c9e2817133d79b2dabc3a0a18eefc,MOUSE.H12.Day1,H12,After_Diet,1,137,0.010891167819381509
135c9e2817133d79b2dabc3a0a18eefc,MOUSE.H12.Day3,H12,After_Diet,3,0,0
135c9e2817133d79b2dabc3a0a18eefc,MOUSE.H12.Day7,H12,After_Diet,7,0,0
135c9e2817133d79b2dabc3a0a18eefc,MOUSE.H13.Day1,H13,After_Diet,1,241,0.01745238612499095
135c9e2817133d79b2dabc3a0a18eefc,MOUSE.H13.Day3,H13,After_Diet,3,0,0
135c9e2817133d79b2dabc3a0a18eefc,MOUSE.H13.Day7,H13,After_Diet,7,0,0
312015c00f6652c04c215fbc47488649,MOUSE.G11.Day1,G11,Before_Diet,1,45,0.0032575647893441436
312015c00f6652c04c215fbc47488649,MOUSE.G11.Day3,G11,Before_Diet,3,1001,0.07713052858683926
312015c00f6652c04c215fbc47488649,MOUSE.G11.Day7,G11,Before_Diet,7,127,0.009861014053886171
312015c00f6652c04c215fbc47488649,MOUSE.G12.Day1,G12,Before_Diet,1,114,0.010117145899893504
312015c00f6652c04c215fbc47488649,MOUSE.G12.Day3,G12,Before_Diet,3,567,0.05195162177020341
312015c00f6652c04c215fbc47488649,MOUSE.G12.Day7,G12,Before_Diet,7,101,0.00969848281159977
312015c00f6652c04c215fbc47488649,MOUSE.G21.Day1,G21,Before_Diet,1,0,0
312015c00f6652c04c215fbc47488649,MOUSE.G21.Day3,G21,Before_Diet,3,1214,0.07911371782339524
312015c00f6652c04c215fbc47488649,MOUSE.G21.Day7,G21,Before_Diet,7,505,0.032477972859990996
312015c00f6652c04c215fbc47488649,MOUSE.H11.Day1,H11,After_Diet,1,0,0
312015c00f6652c04c215fbc47488649,MOUSE.H11.Day3,H11,After_Diet,3,0,0
312015c00f6652c04c215fbc47488649,MOUSE.H11.Day7,H11,After_Diet,7,0,0
312015c00f6652c04c215fbc47488649,MOUSE.H12.Day1,H12,After_Diet,1,0,0
312015c00f6652c04c215fbc47488649,MOUSE.H12.Day3,H12,After_Diet,3,0,0
312015c00f6652c04c215fbc47488649,MOUSE.H12.Day7,H12,After_Diet,7,0,0
312015c00f6652c04c215fbc47488649,MOUSE.H13.Day1,H13,After_Diet,1,0,0
312015c00f6652c04c215fbc47488649,MOUSE.H13.Day3,H13,After_Diet,3,0,0
312015c00f6652c04c215fbc47488649,MOUSE.H13.Day7,H13,After_Diet,7,0,0
6a60632ada2f8ad8cb080e7907abda54,MOUSE.G11.Day1,G11,Before_Diet,1,440,0.031851744606920515
6a60632ada2f8ad8cb080e7907abda54,MOUSE.G11.Day3,G11,Before_Diet,3,231,0.01779935275080906
6a60632ada2f8ad8cb080e7907abda54,MOUSE.G11.Day7,G11,Before_Diet,7,0,0
6a60632ada2f8ad8cb080e7907abda54,MOUSE.G12.Day1,G12,Before_Diet,1,259,0.02298544550940717
6a60632ada2f8ad8cb080e7907abda54,MOUSE.G12.Day3,G12,Before_Diet,3,262,0.024005864027854134
6a60632ada2f8ad8cb080e7907abda54,MOUSE.G12.Day7,G12,Before_Diet,7,0,0
6a60632ada2f8ad8cb080e7907abda54,MOUSE.G21.Day1,G21,Before_Diet,1,524,0.043889773012815145
6a60632ada2f8ad8cb080e7907abda54,MOUSE.G21.Day3,G21,Before_Diet,3,218,0.014206581948517432
6a60632ada2f8ad8cb080e7907abda54,MOUSE.G21.Day7,G21,Before_Diet,7,0,0
6a60632ada2f8ad8cb080e7907abda54,MOUSE.H11.Day1,H11,After_Diet,1,569,0.04397897665790694
6a60632ada2f8ad8cb080e7907abda54,MOUSE.H11.Day3,H11,After_Diet,3,71,0.005074328187535735
6a60632ada2f8ad8cb080e7907abda54,MOUSE.H11.Day7,H11,After_Diet,7,0,0
6a60632ada2f8ad8cb080e7907abda54,MOUSE.H12.Day1,H12,After_Diet,1,341,0.027108673185467842
6a60632ada2f8ad8cb080e7907abda54,MOUSE.H12.Day3,H12,After_Diet,3,0,0
6a60632ada2f8ad8cb080e7907abda54,MOUSE.H12.Day7,H12,After_Diet,7,0,0
6a60632ada2f8ad8cb080e7907abda54,MOUSE.H13.Day1,H13,After_Diet,1,645,0.04670866825983055
6a60632ada2f8ad8cb080e7907abda54,MOUSE.H13.Day3,H13,After_Diet,3,0,0
6a60632ada2f8ad8cb080e7907abda54,MOUSE.H13.Day7,H13,After_Diet,7,0,0
d5b22a367668019c66d346e758f7a1ee,MOUSE.G11.Day1,G11,Before_Diet,1,44,0.0031851744606920516
d5b22a367668019c66d346e758f7a1ee,MOUSE.G11.Day3,G11,Before_Diet,3,216,0.016643550624133148
d5b22a367668019c66d346e758f7a1ee,MOUSE.G11.Day7,G11,Before_Diet,7,67,0.005202267256774595
d5b22a367668019c66d346e758f7a1ee,MOUSE.G12.Day1,G12,Before_Diet,1,27,0.0023961661341853034
d5b22a367668019c66d346e758f7a1ee,MOUSE.G12.Day3,G12,Before_Diet,3,154,0.014110317024005864
d5b22a367668019c66d346e758f7a1ee,MOUSE.G12.Day7,G12,Before_Diet,7,93,0.008930286153255234
d5b22a367668019c66d346e758f7a1ee,MOUSE.G21.Day1,G21,Before_Diet,1,104,0.008710947315520563
d5b22a367668019c66d346e758f7a1ee,MOUSE.G21.Day3,G21,Before_Diet,3,449,0.02926034538937765
d5b22a367668019c66d346e758f7a1ee,MOUSE.G21.Day7,G21,Before_Diet,7,89,0.00572384076146376
d5b22a367668019c66d346e758f7a1ee,MOUSE.H11.Day1,H11,After_Diet,1,33,0.0025506260627608593
d5b22a367668019c66d346e758f7a1ee,MOUSE.H11.Day3,H11,After_Diet,3,444,0.03173241852487135
d5b22a367668019c66d346e758f7a1ee,MOUSE.H11.Day7,H11,After_Diet,7,279,0.022550921435499516
d5b22a367668019c66d346e758f7a1ee,MOUSE.H12.Day1,H12,After_Diet,1,0,0
d5b22a367668019c66d346e758f7a1ee,MOUSE.H12.Day3,H12,After_Diet,3,279,0.02068658708385853
d5b22a367668019c66d346e758f7a1ee,MOUSE.H12.Day7,H12,After_Diet,7,669,0.05052870090634441
d5b22a367668019c66d346e758f7a1ee,MOUSE.H13.Day1,H13,After_Diet,1,37,0.0026794119776957057
d5b22a367668019c66d346e758f7a1ee,MOUSE.H13.Day3,H13,After_Diet,3,320,0.024638127502309825
d5b22a367668019c66d346e758f7a1ee,MOUSE.H13.Day7,H13,After_Diet,7,143,0.012100186156710104
7fb9ec6296b13a71a6341ef0be801f54,MOUSE.G11.Day1,G11,Before_Diet,1,0,0
7fb9ec6296b13a71a6341ef0be801f54,MOUSE.G11.Day3,G11,Before_Diet,3,62,0.004777315456927107
7fb9ec6296b13a71a6341ef0be801f54,MOUSE.G11.Day7,G11,Before_Diet,7,690,0.053575588166783136
7fb9ec6296b13a71a6341ef0be801f54,MOUSE.G12.Day1,G12,Before_Diet,1,0,0
7fb9ec6296b13a71a6341ef0be801f54,MOUSE.G12.Day3,G12,Before_Diet,3,50,0.004581271761040865
7fb9ec6296b13a71a6341ef0be801f54,MOUSE.G12.Day7,G12,Before_Diet,7,284,0.027270981371231035
7fb9ec6296b13a71a6341ef0be801f54,MOUSE.G21.Day1,G21,Before_Diet,1,0,0
7fb9ec6296b13a71a6341ef0be801f54,MOUSE.G21.Day3,G21,Before_Diet,3,50,0.0032583903551645487
7fb9ec6296b13a71a6341ef0be801f54,MOUSE.G21.Day7,G21,Before_Diet,7,1271,0.08174159109910605
7fb9ec6296b13a71a6341ef0be801f54,MOUSE.H11.Day1,H11,After_Diet,1,0,0
7fb9ec6296b13a71a6341ef0be801f54,MOUSE.H11.Day3,H11,After_Diet,3,11,7.861635220125787e-4
7fb9ec6296b13a71a6341ef0be801f54,MOUSE.H11.Day7,H11,After_Diet,7,81,0.006547041707080504
7fb9ec6296b13a71a6341ef0be801f54,MOUSE.H12.Day1,H12,After_Diet,1,0,0
7fb9ec6296b13a71a6341ef0be801f54,MOUSE.H12.Day3,H12,After_Diet,3,23,0.0017053458886334989
7fb9ec6296b13a71a6341ef0be801f54,MOUSE.H12.Day7,H12,After_Diet,7,81,0.006117824773413897
7fb9ec6296b13a71a6341ef0be801f54,MOUSE.H13.Day1,H13,After_Diet,1,4,2.896661597508871e-4
7fb9ec6296b13a71a6341ef0be801f54,MOUSE.H13.Day3,H13,After_Diet,3,0,0
7fb9ec6296b13a71a6341ef0be801f54,MOUSE.H13.Day7,H13,After_Diet,7,836,0.0707395498392283
65283b0bd0de81713f5bc31a6ebbf6b2,MOUSE.G11.Day1,G11,Before_Diet,1,0,0
65283b0bd0de81713f5bc31a6ebbf6b2,MOUSE.G11.Day3,G11,Before_Diet,3,0,0
65283b0bd0de81713f5bc31a6ebbf6b2,MOUSE.G11.Day7,G11,Before_Diet,7,0,0
65283b0bd0de81713f5bc31a6ebbf6b2,MOUSE.G12.Day1,G12,Before_Diet,1,0,0
65283b0bd0de81713f5bc31a6ebbf6b2,MOUSE.G12.Day3,G12,Before_Diet,3,0,0
65283b0bd0de81713f5bc31a6ebbf6b2,MOUSE.G12.Day7,G12,Before_Diet,7,0,0
65283b0bd0de81713f5bc31a6ebbf6b2,MOUSE.G21.Day1,G21,Before_Diet,1,0,0
65283b0bd0de81713f5bc31a6ebbf6b2,MOUSE.G21.Day3,G21,Before_Diet,3,0,0
65283b0bd0de81713f5bc31a6ebbf6b2,MOUSE.G21.Day7,G21,Before_Diet,7,0,0
65283b0bd0de81713f5bc31a6ebbf6b2,MOUSE.H11.Day1,H11,After_Diet,1,325,0.02511980213325089
65283b0bd0de81713f5bc31a6ebbf6b2,MOUSE.H11.Day3,H11,After_Diet,3,0,0
65283b0bd0de81713f5bc31a6ebbf6b2,MOUSE.H11.Day7,H11,After_Diet,7,0,0
65283b0bd0de81713f5bc31a6ebbf6b2,MOUSE.H12.Day1,H12,After_Diet,1,868,0.06900389538119088
65283b0bd0de81713f5bc31a6ebbf6b2,MOUSE.H12.Day3,H12,After_Diet,3,0,0
65283b0bd0de81713f5bc31a6ebbf6b2,MOUSE.H12.Day7,H12,After_Diet,7,0,0
65283b0bd0de81713f5bc31a6ebbf6b2,MOUSE.H13.Day1,H13,After_Diet,1,1778,0.12875660800926933
65283b0bd0de81713f5bc31a6ebbf6b2,MOUSE.H13.Day3,H13,After_Diet,3,0,0
65283b0bd0de81713f5bc31a6ebbf6b2,MOUSE.H13.Day7,H13,After_Diet,7,0,0
7c60bd2ffe3eed870549edc57875acf8,MOUSE.G11.Day1,G11,Before_Diet,1,0,0
7c60bd2ffe3eed870549edc57875acf8,MOUSE.G11.Day3,G11,Before_Diet,3,4,3.082139004469102e-4
7c60bd2ffe3eed870549edc57875acf8,MOUSE.G11.Day7,G11,Before_Diet,7,0,0
7c60bd2ffe3eed870549edc57875acf8,MOUSE.G12.Day1,G12,Before_Diet,1,0,0
7c60bd2ffe3eed870549edc57875acf8,MOUSE.G12.Day3,G12,Before_Diet,3,0,0
7c60bd2ffe3eed870549edc57875acf8,MOUSE.G12.Day7,G12,Before_Diet,7,0,0
7c60bd2ffe3eed870549edc57875acf8,MOUSE.G21.Day1,G21,Before_Diet,1,0,0
7c60bd2ffe3eed870549edc57875acf8,MOUSE.G21.Day3,G21,Before_Diet,3,307,0.020006516780710328
7c60bd2ffe3eed870549edc57875acf8,MOUSE.G21.Day7,G21,Before_Diet,7,289,0.018586404270371084
7c60bd2ffe3eed870549edc57875acf8,MOUSE.H11.Day1,H11,After_Diet,1,76,0.005874169114237131
7c60bd2ffe3eed870549edc57875acf8,MOUSE.H11.Day3,H11,After_Diet,3,218,0.015580331618067466
7c60bd2ffe3eed870549edc57875acf8,MOUSE.H11.Day7,H11,After_Diet,7,322,0.026026511477529907
7c60bd2ffe3eed870549edc57875acf8,MOUSE.H12.Day1,H12,After_Diet,1,23,0.0018284442324509103
7c60bd2ffe3eed870549edc57875acf8,MOUSE.H12.Day3,H12,After_Diet,3,296,0.021947060131978943
7c60bd2ffe3eed870549edc57875acf8,MOUSE.H12.Day7,H12,After_Diet,7,396,0.029909365558912385
7c60bd2ffe3eed870549edc57875acf8,MOUSE.H13.Day1,H13,After_Diet,1,10,7.241653993772177e-4
7c60bd2ffe3eed870549edc57875acf8,MOUSE.H13.Day3,H13,After_Diet,3,213,0.016399753618724977
7c60bd2ffe3eed870549edc57875acf8,MOUSE.H13.Day7,H13,After_Diet,7,397,0.03359282450499238
c3342d2a9a35fb23f494d299efedfcb9,MOUSE.G11.Day1,G11,Before_Diet,1,0,0
c3342d2a9a35fb23f494d299efedfcb9,MOUSE.G11.Day3,G11,Before_Diet,3,0,0
c3342d2a9a35fb23f494d299efedfcb9,MOUSE.G11.Day7,G11,Before_Diet,7,4,3.1058311980743846e-4
c3342d2a9a35fb23f494d299efedfcb9,MOUSE.G12.Day1,G12,Before_Diet,1,164,0.01455449059282925
c3342d2a9a35fb23f494d299efedfcb9,MOUSE.G12.Day3,G12,Before_Diet,3,30,0.002748763056624519
c3342d2a9a35fb23f494d299efedfcb9,MOUSE.G12.Day7,G12,Before_Diet,7,12,0.0011522949875168043
c3342d2a9a35fb23f494d299efedfcb9,MOUSE.G21.Day1,G21,Before_Diet,1,0,0
c3342d2a9a35fb23f494d299efedfcb9,MOUSE.G21.Day3,G21,Before_Diet,3,0,0
c3342d2a9a35fb23f494d299efedfcb9,MOUSE.G21.Day7,G21,Before_Diet,7,0,0
c3342d2a9a35fb23f494d299efedfcb9,MOUSE.H11.Day1,H11,After_Diet,1,602,0.0465296027206678
c3342d2a9a35fb23f494d299efedfcb9,MOUSE.H11.Day3,H11,After_Diet,3,48,0.003430531732418525
c3342d2a9a35fb23f494d299efedfcb9,MOUSE.H11.Day7,H11,After_Diet,7,0,0
c3342d2a9a35fb23f494d299efedfcb9,MOUSE.H12.Day1,H12,After_Diet,1,626,0.04976548215279434
c3342d2a9a35fb23f494d299efedfcb9,MOUSE.H12.Day3,H12,After_Diet,3,27,0.00200192778230889
c3342d2a9a35fb23f494d299efedfcb9,MOUSE.H12.Day7,H12,After_Diet,7,0,0
c3342d2a9a35fb23f494d299efedfcb9,MOUSE.H13.Day1,H13,After_Diet,1,984,0.07125787529871823
c3342d2a9a35fb23f494d299efedfcb9,MOUSE.H13.Day3,H13,After_Diet,3,18,0.0013858946720049275
c3342d2a9a35fb23f494d299efedfcb9,MOUSE.H13.Day7,H13,After_Diet,7,0,0
5401edfc1902e0f71700034ae1f78eb1,MOUSE.G11.Day1,G11,Before_Diet,1,0,0
5401edfc1902e0f71700034ae1f78eb1,MOUSE.G11.Day3,G11,Before_Diet,3,0,0
5401edfc1902e0f71700034ae1f78eb1,MOUSE.G11.Day7,G11,Before_Diet,7,0,0
5401edfc1902e0f71700034ae1f78eb1,MOUSE.G12.Day1,G12,Before_Diet,1,0,0
5401edfc1902e0f71700034ae1f78eb1,MOUSE.G12.Day3,G12,Before_Diet,3,90,0.008246289169873557
5401edfc1902e0f71700034ae1f78eb1,MOUSE.G12.Day7,G12,Before_Diet,7,0,0
5401edfc1902e0f71700034ae1f78eb1,MOUSE.G21.Day1,G21,Before_Diet,1,0,0
5401edfc1902e0f71700034ae1f78eb1,MOUSE.G21.Day3,G21,Before_Diet,3,0,0
5401edfc1902e0f71700034ae1f78eb1,MOUSE.G21.Day7,G21,Before_Diet,7,0,0
5401edfc1902e0f71700034ae1f78eb1,MOUSE.H11.Day1,H11,After_Diet,1,0,0
5401edfc1902e0f71700034ae1f78eb1,MOUSE.H11.Day3,H11,After_Diet,3,220,0.015723270440251572
5401edfc1902e0f71700034ae1f78eb1,MOUSE.H11.Day7,H11,After_Diet,7,214,0.0172971225347559
5401edfc1902e0f71700034ae1f78eb1,MOUSE.H12.Day1,H12,After_Diet,1,0,0
5401edfc1902e0f71700034ae1f78eb1,MOUSE.H12.Day3,H12,After_Diet,3,324,0.02402313338770668
5401edfc1902e0f71700034ae1f78eb1,MOUSE.H12.Day7,H12,After_Diet,7,779,0.0588368580060423
5401edfc1902e0f71700034ae1f78eb1,MOUSE.H13.Day1,H13,After_Diet,1,0,0
5401edfc1902e0f71700034ae1f78eb1,MOUSE.H13.Day3,H13,After_Diet,3,222,0.017092700954727442
5401edfc1902e0f71700034ae1f78eb1,MOUSE.H13.Day7,H13,After_Diet,7,389,0.032915891013707906
083df9ad87247751a70a15c82f7faab2,MOUSE.G11.Day1,G11,Before_Diet,1,184,0.013319820471984942
083df9ad87247751a70a15c82f7faab2,MOUSE.G11.Day3,G11,Before_Diet,3,71,0.0054707967329326555
083df9ad87247751a70a15c82f7faab2,MOUSE.G11.Day7,G11,Before_Diet,7,93,0.007221057535522944
083df9ad87247751a70a15c82f7faab2,MOUSE.G12.Day1,G12,Before_Diet,1,135,0.011980830670926517
083df9ad87247751a70a15c82f7faab2,MOUSE.G12.Day3,G12,Before_Diet,3,80,0.007330034817665384
083df9ad87247751a70a15c82f7faab2,MOUSE.G12.Day7,G12,Before_Diet,7,53,0.005089302861532552
083df9ad87247751a70a15c82f7faab2,MOUSE.G21.Day1,G21,Before_Diet,1,187,0.015662953346176397
083df9ad87247751a70a15c82f7faab2,MOUSE.G21.Day3,G21,Before_Diet,3,105,0.006842619745845552
083df9ad87247751a70a15c82f7faab2,MOUSE.G21.Day7,G21,Before_Diet,7,54,0.003472892147404978
083df9ad87247751a70a15c82f7faab2,MOUSE.H11.Day1,H11,After_Diet,1,180,0.013912505796877415
083df9ad87247751a70a15c82f7faab2,MOUSE.H11.Day3,H11,After_Diet,3,13,9.291023441966839e-4
083df9ad87247751a70a15c82f7faab2,MOUSE.H11.Day7,H11,After_Diet,7,72,0.005819592628516004
083df9ad87247751a70a15c82f7faab2,MOUSE.H12.Day1,H12,After_Diet,1,97,0.007711264806423404
083df9ad87247751a70a15c82f7faab2,MOUSE.H12.Day3,H12,After_Diet,3,119,0.008823311336842886
083df9ad87247751a70a15c82f7faab2,MOUSE.H12.Day7,H12,After_Diet,7,89,0.0067220543806646525
083df9ad87247751a70a15c82f7faab2,MOUSE.H13.Day1,H13,After_Diet,1,193,0.013976392207980302
083df9ad87247751a70a15c82f7faab2,MOUSE.H13.Day3,H13,After_Diet,3,249,0.019171542962734833
083df9ad87247751a70a15c82f7faab2,MOUSE.H13.Day7,H13,After_Diet,7,194,0.01641563716364867
1893fc5edfb6cf17665c186c5315ec9e,MOUSE.G11.Day1,G11,Before_Diet,1,0,0
1893fc5edfb6cf17665c186c5315ec9e,MOUSE.G11.Day3,G11,Before_Diet,3,0,0
1893fc5edfb6cf17665c186c5315ec9e,MOUSE.G11.Day7,G11,Before_Diet,7,81,0.006289308176100629
1893fc5edfb6cf17665c186c5315ec9e,MOUSE.G12.Day1,G12,Before_Diet,1,0,0
1893fc5edfb6cf17665c186c5315ec9e,MOUSE.G12.Day3,G12,Before_Diet,3,0,0
1893fc5edfb6cf17665c186c5315ec9e,MOUSE.G12.Day7,G12,Before_Diet,7,106,0.010178605723065105
1893fc5edfb6cf17665c186c5315ec9e,MOUSE.G21.Day1,G21,Before_Diet,1,0,0
1893fc5edfb6cf17665c186c5315ec9e,MOUSE.G21.Day3,G21,Before_Diet,3,0,0
1893fc5edfb6cf17665c186c5315ec9e,MOUSE.G21.Day7,G21,Before_Diet,7,283,0.018200527365103865
1893fc5edfb6cf17665c186c5315ec9e,MOUSE.H11.Day1,H11,After_Diet,1,0,0
1893fc5edfb6cf17665c186c5315ec9e,MOUSE.H11.Day3,H11,After_Diet,3,451,0.03223270440251572
1893fc5edfb6cf17665c186c5315ec9e,MOUSE.H11.Day7,H11,After_Diet,7,394,0.03184610410604591
1893fc5edfb6cf17665c186c5315ec9e,MOUSE.H12.Day1,H12,After_Diet,1,0,0
1893fc5edfb6cf17665c186c5315ec9e,MOUSE.H12.Day3,H12,After_Diet,3,326,0.024171424334544375
1893fc5edfb6cf17665c186c5315ec9e,MOUSE.H12.Day7,H12,After_Diet,7,144,0.010876132930513595
1893fc5edfb6cf17665c186c5315ec9e,MOUSE.H13.Day1,H13,After_Diet,1,0,0
1893fc5edfb6cf17665c186c5315ec9e,MOUSE.H13.Day3,H13,After_Diet,3,361,0.02779488758854327
1893fc5edfb6cf17665c186c5315ec9e,MOUSE.H13.Day7,H13,After_Diet,7,0,0
e6c2c9f098498f01c71f0666642021ab,MOUSE.G11.Day1,G11,Before_Diet,1,0,0
e6c2c9f098498f01c71f0666642021ab,MOUSE.G11.Day3,G11,Before_Diet,3,0,0
e6c2c9f098498f01c71f0666642021ab,MOUSE.G11.Day7,G11,Before_Diet,7,0,0
e6c2c9f098498f01c71f0666642021ab,MOUSE.G12.Day1,G12,Before_Diet,1,0,0
e6c2c9f098498f01c71f0666642021ab,MOUSE.G12.Day3,G12,Before_Diet,3,0,0
e6c2c9f098498f01c71f0666642021ab,MOUSE.G12.Day7,G12,Before_Diet,7,0,0
e6c2c9f098498f01c71f0666642021ab,MOUSE.G21.Day1,G21,Before_Diet,1,0,0
e6c2c9f098498f01c71f0666642021ab,MOUSE.G21.Day3,G21,Before_Diet,3,0,0
e6c2c9f098498f01c71f0666642021ab,MOUSE.G21.Day7,G21,Before_Diet,7,0,0
e6c2c9f098498f01c71f0666642021ab,MOUSE.H11.Day1,H11,After_Diet,1,106,0.008192920080383366
e6c2c9f098498f01c71f0666642021ab,MOUSE.H11.Day3,H11,After_Diet,3,257,0.01836763865065752
e6c2c9f098498f01c71f0666642021ab,MOUSE.H11.Day7,H11,After_Diet,7,448,0.036210798577432916
e6c2c9f098498f01c71f0666642021ab,MOUSE.H12.Day1,H12,After_Diet,1,87,0.006916289053183878
e6c2c9f098498f01c71f0666642021ab,MOUSE.H12.Day3,H12,After_Diet,3,235,0.017424186253429227
e6c2c9f098498f01c71f0666642021ab,MOUSE.H12.Day7,H12,After_Diet,7,255,0.019259818731117824
e6c2c9f098498f01c71f0666642021ab,MOUSE.H13.Day1,H13,After_Diet,1,101,0.007314070533709899
e6c2c9f098498f01c71f0666642021ab,MOUSE.H13.Day3,H13,After_Diet,3,337,0.025947028025870032
e6c2c9f098498f01c71f0666642021ab,MOUSE.H13.Day7,H13,After_Diet,7,316,0.02673887290573701
8973930aa41c61b0940c217d90b1513d,MOUSE.G11.Day1,G11,Before_Diet,1,0,0
8973930aa41c61b0940c217d90b1513d,MOUSE.G11.Day3,G11,Before_Diet,3,0,0
8973930aa41c61b0940c217d90b1513d,MOUSE.G11.Day7,G11,Before_Diet,7,290,0.022517276186039287
8973930aa41c61b0940c217d90b1513d,MOUSE.G12.Day1,G12,Before_Diet,1,0,0
8973930aa41c61b0940c217d90b1513d,MOUSE.G12.Day3,G12,Before_Diet,3,0,0
8973930aa41c61b0940c217d90b1513d,MOUSE.G12.Day7,G12,Before_Diet,7,1293,0.12415978490493566
8973930aa41c61b0940c217d90b1513d,MOUSE.G21.Day1,G21,Before_Diet,1,0,0
8973930aa41c61b0940c217d90b1513d,MOUSE.G21.Day3,G21,Before_Diet,3,0,0
8973930aa41c61b0940c217d90b1513d,MOUSE.G21.Day7,G21,Before_Diet,7,502,0.03228503440735739
8973930aa41c61b0940c217d90b1513d,MOUSE.H11.Day1,H11,After_Diet,1,0,0
8973930aa41c61b0940c217d90b1513d,MOUSE.H11.Day3,H11,After_Diet,3,0,0
8973930aa41c61b0940c217d90b1513d,MOUSE.H11.Day7,H11,After_Diet,7,51,0.004122211445198836
8973930aa41c61b0940c217d90b1513d,MOUSE.H12.Day1,H12,After_Diet,1,0,0
8973930aa41c61b0940c217d90b1513d,MOUSE.H12.Day3,H12,After_Diet,3,0,0
8973930aa41c61b0940c217d90b1513d,MOUSE.H12.Day7,H12,After_Diet,7,0,0
8973930aa41c61b0940c217d90b1513d,MOUSE.H13.Day1,H13,After_Diet,1,0,0
8973930aa41c61b0940c217d90b1513d,MOUSE.H13.Day3,H13,After_Diet,3,0,0
8973930aa41c61b0940c217d90b1513d,MOUSE.H13.Day7,H13,After_Diet,7,0,0
03784364dbfc1f179b36e637b2f6b86d,MOUSE.G11.Day1,G11,Before_Diet,1,0,0
03784364dbfc1f179b36e637b2f6b86d,MOUSE.G11.Day3,G11,Before_Diet,3,193,0.014871320696563415
03784364dbfc1f179b36e637b2f6b86d,MOUSE.G11.Day7,G11,Before_Diet,7,0,0
03784364dbfc1f179b36e637b2f6b86d,MOUSE.G12.Day1,G12,Before_Diet,1,0,0
03784364dbfc1f179b36e637b2f6b86d,MOUSE.G12.Day3,G12,Before_Diet,3,222,0.02034084661902144
03784364dbfc1f179b36e637b2f6b86d,MOUSE.G12.Day7,G12,Before_Diet,7,0,0
03784364dbfc1f179b36e637b2f6b86d,MOUSE.G21.Day1,G21,Before_Diet,1,0,0
03784364dbfc1f179b36e637b2f6b86d,MOUSE.G21.Day3,G21,Before_Diet,3,194,0.012642554578038449
03784364dbfc1f179b36e637b2f6b86d,MOUSE.G21.Day7,G21,Before_Diet,7,0,0
03784364dbfc1f179b36e637b2f6b86d,MOUSE.H11.Day1,H11,After_Diet,1,0,0
03784364dbfc1f179b36e637b2f6b86d,MOUSE.H11.Day3,H11,After_Diet,3,195,0.013936535162950257
03784364dbfc1f179b36e637b2f6b86d,MOUSE.H11.Day7,H11,After_Diet,7,205,0.0165696734561914
03784364dbfc1f179b36e637b2f6b86d,MOUSE.H12.Day1,H12,After_Diet,1,0,0
03784364dbfc1f179b36e637b2f6b86d,MOUSE.H12.Day3,H12,After_Diet,3,260,0.01927782308890042
03784364dbfc1f179b36e637b2f6b86d,MOUSE.H12.Day7,H12,After_Diet,7,328,0.024773413897280966
03784364dbfc1f179b36e637b2f6b86d,MOUSE.H13.Day1,H13,After_Diet,1,0,0
03784364dbfc1f179b36e637b2f6b86d,MOUSE.H13.Day3,H13,After_Diet,3,219,0.016861718509393286
03784364dbfc1f179b36e637b2f6b86d,MOUSE.H13.Day7,H13,After_Diet,7,287,0.024284988999830767
14cef5ce1cc26220f40bcd6adefe3367,MOUSE.G11.Day1,G11,Before_Diet,1,462,0.03344433183726654
14cef5ce1cc26220f40bcd6adefe3367,MOUSE.G11.Day3,G11,Before_Diet,3,0,0
14cef5ce1cc26220f40bcd6adefe3367,MOUSE.G11.Day7,G11,Before_Diet,7,0,0
14cef5ce1cc26220f40bcd6adefe3367,MOUSE.G12.Day1,G12,Before_Diet,1,569,0.0504969826056088
14cef5ce1cc26220f40bcd6adefe3367,MOUSE.G12.Day3,G12,Before_Diet,3,7,6.413780465457211e-4
14cef5ce1cc26220f40bcd6adefe3367,MOUSE.G12.Day7,G12,Before_Diet,7,0,0
14cef5ce1cc26220f40bcd6adefe3367,MOUSE.G21.Day1,G21,Before_Diet,1,269,0.02253120026802915
14cef5ce1cc26220f40bcd6adefe3367,MOUSE.G21.Day3,G21,Before_Diet,3,0,0
14cef5ce1cc26220f40bcd6adefe3367,MOUSE.G21.Day7,G21,Before_Diet,7,0,0
14cef5ce1cc26220f40bcd6adefe3367,MOUSE.H11.Day1,H11,After_Diet,1,164,0.012675838614932756
14cef5ce1cc26220f40bcd6adefe3367,MOUSE.H11.Day3,H11,After_Diet,3,0,0
14cef5ce1cc26220f40bcd6adefe3367,MOUSE.H11.Day7,H11,After_Diet,7,0,0
14cef5ce1cc26220f40bcd6adefe3367,MOUSE.H12.Day1,H12,After_Diet,1,389,0.03092455680101757
14cef5ce1cc26220f40bcd6adefe3367,MOUSE.H12.Day3,H12,After_Diet,3,0,0
